Customer_ID,Onboarding_Date,KYC_Documents_Submitted,PAN_Number,Aadhaar_Number
X019604,20-11-2024,PAN only,BKLAO1096H,
X019605,20-11-2024,Passport,,
X019606,20-11-2024,PAN + Aadhaar,DBJQS8856A,2.92636E+11
X019607,20-11-2024,Voter ID,,
X019608,21-11-2024,PAN + Aadhaar,KEHMJ1364B,9.92916E+11
X019609,21-11-2024,Aadhaar only,,6.29372E+11
X019610,21-11-2024,Aadhaar only,,1.91106E+11
X019611,21-11-2024,PAN + Aadhaar,TCCFA8925R,6.53392E+11
X019612,21-11-2024,PAN + Aadhaar,ZQNZG6183L,7.13258E+11
X019613,21-11-2024,PAN + Aadhaar,HCOWY9027J,7.07591E+11
X019614,21-11-2024,PAN + Aadhaar,SWECW8241N,8.61176E+11
X019615,21-11-2024,PAN only,EACNC5001W,
X019616,21-11-2024,PAN + Aadhaar,CWZJA6742G,44829377087
X019617,21-11-2024,Aadhaar only,,7.15664E+11
X019618,21-11-2024,PAN + Aadhaar,OWVGG9525E,3.17508E+11
X019619,21-11-2024,PAN only,JPBXK6384J,
X019620,21-11-2024,PAN only,SDHQO7308N,
X019621,21-11-2024,PAN only,HUJLT8365K,
X019622,21-11-2024,Aadhaar only,,12620000194
X019623,21-11-2024,PAN + Aadhaar,LZTEI9507U,6.18353E+11
X019624,21-11-2024,PAN only,EZMVK6775H,
X019625,21-11-2024,PAN + Aadhaar,GFRWL1075E,5.31591E+11
X019626,21-11-2024,PAN + Aadhaar,ZLPID3049N,1.613E+11
X019627,21-11-2024,PAN + Aadhaar,HEPBY1828K,3.98666E+11
X019628,21-11-2024,Aadhaar only,,3.50849E+11
X019629,21-11-2024,Aadhaar only,,3.47143E+11
X019630,21-11-2024,Aadhaar only,,8.54833E+11
X019631,21-11-2024,PAN + Aadhaar,BTVSG2467M,48373349752
X019632,21-11-2024,PAN + Aadhaar,FAOSS7682L,71437015375
X019633,21-11-2024,Voter ID,,
X019634,21-11-2024,Aadhaar only,,8.05007E+11
X019635,21-11-2024,PAN + Aadhaar,HMJGB7179Z,2.26058E+11
X019636,21-11-2024,Aadhaar only,,7.47787E+11
X019637,21-11-2024,PAN + Aadhaar,HFASH0188V,6.98384E+11
X019638,21-11-2024,PAN + Aadhaar,ZRSVE9559I,4.97366E+11
X019639,21-11-2024,PAN + Aadhaar,DYVNM1594N,1.0637E+11
X019640,21-11-2024,PAN + Aadhaar,CIOQJ5412Z,4.11718E+11
X019641,21-11-2024,PAN + Aadhaar,IVREB0477W,7.57819E+11
X019642,21-11-2024,Voter ID,,
X019643,21-11-2024,Aadhaar only,,4.61927E+11
X019644,21-11-2024,PAN + Aadhaar,SQFXC0070D,2.57446E+11
X019645,21-11-2024,Aadhaar only,,8.65262E+11
X019646,21-11-2024,Passport,,
X019647,21-11-2024,PAN + Aadhaar,GCSOR7423J,5.58768E+11
X019648,21-11-2024,PAN only,RDCTQ1512S,
X019649,21-11-2024,Aadhaar only,,2.84001E+11
X019650,21-11-2024,PAN + Aadhaar,CEIVP2801I,9.50663E+11
X019651,21-11-2024,PAN + Aadhaar,GPBKB6565K,6.94267E+11
X019652,21-11-2024,PAN + Aadhaar,BOMQK4516H,6.31214E+11
X019653,21-11-2024,Aadhaar only,,3.96374E+11
X019654,21-11-2024,PAN + Aadhaar,VFALJ8234D,1.27006E+11
X019655,21-11-2024,Aadhaar only,,4.58611E+11
X019656,21-11-2024,Aadhaar only,,8.31616E+11
X019657,21-11-2024,PAN + Aadhaar,QXZFY7531A,9.66452E+11
X019658,21-11-2024,Voter ID,,
X019659,21-11-2024,Voter ID,,
X019660,21-11-2024,PAN + Aadhaar,SIUMS4110R,6.81832E+11
X019661,21-11-2024,Passport,,
X019662,21-11-2024,PAN + Aadhaar,ECTDD4330J,4.44306E+11
X019663,21-11-2024,PAN + Aadhaar,UAMBX1769S,4.77172E+11
X019664,21-11-2024,PAN + Aadhaar,KIIKS3018O,7.43505E+11
X019665,21-11-2024,Aadhaar only,,8.6939E+11
X019666,21-11-2024,Aadhaar only,,6.00148E+11
X019667,21-11-2024,PAN + Aadhaar,KGKTC3113M,6.01396E+11
X019668,21-11-2024,PAN + Aadhaar,CBHJI1738J,1.74151E+11
X019669,21-11-2024,PAN + Aadhaar,ROBIH3033X,6.9673E+11
X019670,21-11-2024,Voter ID,,
X019671,21-11-2024,Voter ID,,
X019672,21-11-2024,Aadhaar only,,7.79718E+11
X019673,21-11-2024,Aadhaar only,,2.1347E+11
X019674,21-11-2024,Aadhaar only,,7.03794E+11
X019675,21-11-2024,PAN + Aadhaar,TNKDU7679R,5.46536E+11
X019676,21-11-2024,PAN + Aadhaar,OSSDC9298R,3.80243E+11
X019677,21-11-2024,Aadhaar only,,8.89644E+11
X019678,21-11-2024,Aadhaar only,,9.98376E+11
X019679,21-11-2024,PAN + Aadhaar,HHXWK3651K,2.07805E+11
X019680,21-11-2024,Passport,,
X019681,21-11-2024,PAN only,VIFLN9864F,
X019682,21-11-2024,PAN + Aadhaar,DMPBB9027P,67445970420
X019683,21-11-2024,Aadhaar only,,1.37522E+11
X019684,21-11-2024,Voter ID,,
X019685,21-11-2024,PAN + Aadhaar,LUTEO6770O,2.72868E+11
X019686,21-11-2024,Aadhaar only,,5.18072E+11
X019687,21-11-2024,PAN + Aadhaar,WCZLO1221Y,8.35117E+11
X019688,21-11-2024,PAN + Aadhaar,BADGE6601L,3.98965E+11
X019689,21-11-2024,PAN only,TUFTC3527D,
X019690,21-11-2024,PAN + Aadhaar,GVEAV9564U,1.49539E+11
X019691,21-11-2024,PAN + Aadhaar,LCDUS7310A,19933884298
X019692,22-11-2024,PAN + Aadhaar,TNDQK9046N,4.14543E+11
X019693,22-11-2024,PAN + Aadhaar,REEXD1375C,3.96328E+11
X019694,22-11-2024,PAN + Aadhaar,NTBSD9707C,9.62601E+11
X019695,22-11-2024,PAN only,KLELW4479S,
X019696,22-11-2024,PAN + Aadhaar,JWCEW7599W,3.27474E+11
X019697,22-11-2024,Aadhaar only,,71873196948
X019698,22-11-2024,Aadhaar only,,1.55225E+11
X019699,22-11-2024,PAN + Aadhaar,WTDFK6286G,8.22981E+11
X019700,22-11-2024,Aadhaar only,,73413916321
X019701,22-11-2024,Aadhaar only,,9.36981E+11
X019702,22-11-2024,PAN + Aadhaar,VRQMG1288A,1.17414E+11
X019703,22-11-2024,PAN + Aadhaar,DYEII6144F,2.17375E+11
X019704,22-11-2024,Aadhaar only,,4.19971E+11
X019705,22-11-2024,Passport,,
X019706,22-11-2024,PAN + Aadhaar,TQEDC2548I,5.8799E+11
X019707,22-11-2024,PAN + Aadhaar,VOGMP3772T,4.01662E+11
X019708,22-11-2024,PAN + Aadhaar,ZAELB2708V,2.09428E+11
X019709,22-11-2024,PAN + Aadhaar,BFDJG0147D,1.55288E+11
X019710,22-11-2024,Aadhaar only,,6.92518E+11
X019711,22-11-2024,PAN + Aadhaar,MGBQP2593M,8.85256E+11
X019712,22-11-2024,PAN + Aadhaar,HBGAU4788Z,4.12274E+11
X019713,22-11-2024,PAN + Aadhaar,OMBBC1324R,2.33585E+11
X019714,22-11-2024,PAN + Aadhaar,NCWLL7341Z,8.39714E+11
X019715,22-11-2024,PAN + Aadhaar,FPGMS0027X,3.33015E+11
X019716,22-11-2024,PAN + Aadhaar,VWQYU2845T,1.33201E+11
X019717,22-11-2024,PAN + Aadhaar,FMRQG2776Q,7.0751E+11
X019718,22-11-2024,PAN only,YJOKU3637Q,
X019719,22-11-2024,Voter ID,,
X019720,22-11-2024,PAN + Aadhaar,TVEJC2631R,4.81048E+11
X019721,22-11-2024,Aadhaar only,,1.80661E+11
X019722,22-11-2024,PAN + Aadhaar,GMIJC4298L,9.86615E+11
X019723,22-11-2024,PAN + Aadhaar,VMOTZ9206B,1.40236E+11
X019724,22-11-2024,PAN + Aadhaar,HJWSQ9055L,9.36504E+11
X019725,22-11-2024,PAN + Aadhaar,ETORO0828T,4.80308E+11
X019726,22-11-2024,PAN only,QRJKT7345G,
X019727,22-11-2024,PAN + Aadhaar,DFKKU9801X,4.54273E+11
X019728,22-11-2024,PAN + Aadhaar,ZYFRU0477N,1.22213E+11
X019729,22-11-2024,PAN only,PMPLR8499S,
X019730,22-11-2024,Aadhaar only,,8.21744E+11
X019731,22-11-2024,PAN + Aadhaar,JGVEB4459Q,8.8602E+11
X019732,22-11-2024,PAN + Aadhaar,AQLPZ0565A,52031585663
X019733,22-11-2024,PAN + Aadhaar,AIVSF8946B,6.53012E+11
X019734,22-11-2024,PAN + Aadhaar,BTTZP0583G,5.22166E+11
X019735,22-11-2024,PAN + Aadhaar,OHWJR4913D,5.51578E+11
X019736,22-11-2024,PAN + Aadhaar,FJWHY8347R,8.85534E+11
X019737,22-11-2024,Aadhaar only,,11092412766
X019738,22-11-2024,Aadhaar only,,7.21394E+11
X019739,22-11-2024,PAN only,KOREO5903O,
X019740,22-11-2024,PAN + Aadhaar,LBCQL4779N,3.6374E+11
X019741,22-11-2024,PAN + Aadhaar,SHJEY5524J,3.20768E+11
X019742,22-11-2024,PAN + Aadhaar,KIVFR2981A,7.17026E+11
X019743,22-11-2024,Aadhaar only,,7.81214E+11
X019744,22-11-2024,PAN + Aadhaar,QXICY7158D,1.62393E+11
X019745,22-11-2024,Voter ID,,
X019746,22-11-2024,Aadhaar only,,1.05509E+11
X019747,22-11-2024,Voter ID,,
X019748,22-11-2024,PAN only,EGJKM9139C,
X019749,22-11-2024,Passport,,
X019750,22-11-2024,Aadhaar only,,99078173143
X019751,22-11-2024,Passport,,
X019752,22-11-2024,PAN + Aadhaar,OGKKL8456E,72206249938
X019753,22-11-2024,PAN + Aadhaar,EGIOY3528G,2.73329E+11
X019754,22-11-2024,Aadhaar only,,4.97909E+11
X019755,22-11-2024,Passport,,
X019756,22-11-2024,PAN + Aadhaar,XNQAL2752G,6.84896E+11
X019757,22-11-2024,PAN + Aadhaar,UZYOT3437X,1.59137E+11
X019758,22-11-2024,Aadhaar only,,1.498E+11
X019759,22-11-2024,Aadhaar only,,4.18848E+11
X019760,22-11-2024,PAN + Aadhaar,SSHVD6736A,97673655608
X019761,22-11-2024,PAN only,RUDSI9984S,
X019762,22-11-2024,Passport,,
X019763,22-11-2024,Voter ID,,
X019764,22-11-2024,PAN + Aadhaar,FEGQB0411G,1.91488E+11
X019765,22-11-2024,PAN + Aadhaar,JVLMZ3656N,6.26581E+11
X019766,22-11-2024,PAN + Aadhaar,ZKJDN3409B,4.35323E+11
X019767,22-11-2024,PAN + Aadhaar,XNVUD8093K,9.33515E+11
X019768,22-11-2024,PAN + Aadhaar,BWYDF8264F,6.94435E+11
X019769,22-11-2024,PAN only,QWCZF3708O,
X019770,22-11-2024,PAN + Aadhaar,CFLMB6483Y,3.87384E+11
X019771,22-11-2024,Voter ID,,
X019772,22-11-2024,Voter ID,,
X019773,22-11-2024,PAN + Aadhaar,IXHLG4053A,2.73227E+11
X019774,22-11-2024,Passport,,
X019775,22-11-2024,PAN only,UKFGP5999Y,
X019776,23-11-2024,Aadhaar only,,6.61872E+11
X019777,23-11-2024,PAN + Aadhaar,VWDNL3524B,1.10631E+11
X019778,23-11-2024,Aadhaar only,,2.22465E+11
X019779,23-11-2024,PAN + Aadhaar,GFOYR1041S,46135466424
X019780,23-11-2024,Aadhaar only,,6.01495E+11
X019781,23-11-2024,PAN + Aadhaar,ABMHB8642K,9.84361E+11
X019782,23-11-2024,Aadhaar only,,8.57561E+11
X019783,23-11-2024,PAN + Aadhaar,FOJXG8909T,32983615374
X019784,23-11-2024,PAN + Aadhaar,ZVDEB6682P,7.34541E+11
X019785,23-11-2024,Aadhaar only,,2.26217E+11
X019786,23-11-2024,Aadhaar only,,67802072132
X019787,23-11-2024,PAN + Aadhaar,ANGOP8893E,423329676
X019788,23-11-2024,PAN + Aadhaar,VDXOQ9342J,5.66957E+11
X019789,23-11-2024,Voter ID,,
X019790,23-11-2024,Aadhaar only,,60674897534
X019791,23-11-2024,PAN + Aadhaar,FYFBL8168T,8.90882E+11
X019792,23-11-2024,Aadhaar only,,4.13162E+11
X019793,23-11-2024,PAN + Aadhaar,FVZLU8647E,8.77858E+11
X019794,23-11-2024,PAN + Aadhaar,CGIIP6242G,8.32185E+11
X019795,23-11-2024,Aadhaar only,,7.85701E+11
X019796,23-11-2024,PAN only,LYTPC8059U,
X019797,23-11-2024,PAN only,BFXIS7761R,
X019798,23-11-2024,PAN + Aadhaar,STYUE3438N,2.45039E+11
X019799,23-11-2024,Voter ID,,
X019800,23-11-2024,PAN + Aadhaar,IHMPI8396J,9.19505E+11
X019801,23-11-2024,Voter ID,,
X019802,23-11-2024,PAN + Aadhaar,TULZN9935W,9.71054E+11
X019803,23-11-2024,PAN + Aadhaar,UHMQE3820F,6.27315E+11
X019804,23-11-2024,Aadhaar only,,1.95127E+11
X019805,23-11-2024,PAN + Aadhaar,ZNJGE8873X,31754426884
X019806,23-11-2024,PAN only,XHADI1609M,
X019807,23-11-2024,Aadhaar only,,1.65539E+11
X019808,23-11-2024,PAN + Aadhaar,RYJXF0673L,4.93542E+11
X019809,23-11-2024,Aadhaar only,,55943381066
X019810,23-11-2024,PAN + Aadhaar,DUWSO1099N,5.5156E+11
X019811,23-11-2024,PAN + Aadhaar,EITGL7099Y,5.29074E+11
X019812,23-11-2024,Passport,,
X019813,23-11-2024,Voter ID,,
X019814,23-11-2024,PAN + Aadhaar,GJRGE2297I,33434368947
X019815,23-11-2024,Aadhaar only,,7.81451E+11
X019816,23-11-2024,PAN + Aadhaar,XKEMI0743N,8.53047E+11
X019817,23-11-2024,PAN only,AJKOD6892K,
X019818,23-11-2024,Voter ID,,
X019819,23-11-2024,PAN + Aadhaar,LZNEW9187Z,1.52878E+11
X019820,23-11-2024,PAN only,IPDSE1867R,
X019821,23-11-2024,PAN + Aadhaar,IGFVD2499Q,1.6277E+11
X019822,23-11-2024,PAN + Aadhaar,BEFZW7485T,95953526980
X019823,23-11-2024,Voter ID,,
X019824,23-11-2024,Aadhaar only,,6.45111E+11
X019825,23-11-2024,PAN + Aadhaar,UJKKU9981R,7.62605E+11
X019826,23-11-2024,Aadhaar only,,7.16253E+11
X019827,23-11-2024,PAN + Aadhaar,DOLAK9242H,7.78819E+11
X019828,23-11-2024,PAN + Aadhaar,IMSDL7635S,7.05018E+11
X019829,23-11-2024,Voter ID,,
X019830,23-11-2024,Aadhaar only,,4.59812E+11
X019831,23-11-2024,PAN only,VLVXV2943H,
X019832,23-11-2024,PAN + Aadhaar,XEOYM0384L,8.37282E+11
X019833,23-11-2024,Aadhaar only,,7.28514E+11
X019834,23-11-2024,Passport,,
X019835,23-11-2024,PAN + Aadhaar,HAKQO2896Q,8.0914E+11
X019836,23-11-2024,PAN + Aadhaar,NGGQR1485H,1.07125E+11
X019837,23-11-2024,Aadhaar only,,7.01107E+11
X019838,23-11-2024,PAN + Aadhaar,VERGD6058Q,7.78653E+11
X019839,23-11-2024,PAN + Aadhaar,ECTUV6281U,2042451882
X019840,23-11-2024,Voter ID,,
X019841,23-11-2024,Passport,,
X019842,23-11-2024,Aadhaar only,,1.28721E+11
X019843,23-11-2024,PAN only,XHHCU2154D,
X019844,23-11-2024,Voter ID,,
X019845,23-11-2024,PAN only,OEJUO3397B,
X019846,23-11-2024,PAN + Aadhaar,TMRHQ5888E,64975875354
X019847,23-11-2024,PAN + Aadhaar,QHKCT0633V,2.00559E+11
X019848,23-11-2024,PAN + Aadhaar,ESDEJ1852D,5.38781E+11
X019849,23-11-2024,PAN + Aadhaar,FGMLB0929P,8.69772E+11
X019850,23-11-2024,PAN + Aadhaar,AUUZQ3402P,8.86071E+11
X019851,23-11-2024,PAN + Aadhaar,SRLSS7035G,3.77852E+11
X019852,23-11-2024,PAN + Aadhaar,TXFRJ2173R,1.06109E+11
X019853,23-11-2024,PAN + Aadhaar,DUCCI5180Z,3.58927E+11
X019854,23-11-2024,Aadhaar only,,8.68301E+11
X019855,23-11-2024,PAN + Aadhaar,CMUNI1785I,9.96345E+11
X019856,23-11-2024,PAN only,GGPNA4152E,
X019857,23-11-2024,PAN + Aadhaar,QPMER9982N,3.74689E+11
X019858,23-11-2024,PAN only,FUXVZ1893J,
X019859,24-11-2024,Passport,,
X019860,24-11-2024,PAN only,XNPVO4828J,
X019861,24-11-2024,PAN only,AVCKE9053L,
X019862,24-11-2024,Voter ID,,
X019863,24-11-2024,PAN + Aadhaar,CBBSR0564P,3.5536E+11
X019864,24-11-2024,Passport,,
X019865,24-11-2024,PAN only,YREML2498O,
X019866,24-11-2024,PAN only,YYY40XZ,
X019867,24-11-2024,PAN + Aadhaar,UKLCO9194X,1.92785E+11
X019868,24-11-2024,Aadhaar only,,6.78277E+11
X019869,24-11-2024,Aadhaar only,,3.48076E+11
X019870,24-11-2024,Aadhaar only,,89174270405
X019871,24-11-2024,PAN only,XMCFQ0652D,
X019872,24-11-2024,PAN + Aadhaar,GRNMK8588S,5.87814E+11
X019873,24-11-2024,PAN + Aadhaar,KCNDV4408H,8.81751E+11
X019874,24-11-2024,PAN + Aadhaar,WWFCH7489N,2.97738E+11
X019875,24-11-2024,PAN + Aadhaar,AJQFN5833U,7.91224E+11
X019876,24-11-2024,PAN + Aadhaar,RXDGG6242S,8.82379E+11
X019877,24-11-2024,PAN + Aadhaar,BUIUM0505J,4.29022E+11
X019878,24-11-2024,PAN + Aadhaar,EMJRP4063P,2.76573E+11
X019879,24-11-2024,PAN + Aadhaar,XGHMI7678S,7.35822E+11
X019880,24-11-2024,PAN + Aadhaar,VWIIJ3844Z,7.72104E+11
X019881,24-11-2024,Voter ID,,
X019882,24-11-2024,PAN only,DAGNN2992I,
X019883,24-11-2024,PAN only,MJYHN8669R,
X019884,24-11-2024,PAN + Aadhaar,VRDOD4855M,5.38967E+11
X019885,24-11-2024,Aadhaar only,,7.22788E+11
X019886,24-11-2024,Aadhaar only,,14498667072
X019887,24-11-2024,Passport,,
X019888,24-11-2024,PAN only,EMCAX1824B,
X019889,24-11-2024,Aadhaar only,,5.00419E+11
X019890,24-11-2024,Voter ID,,
X019891,24-11-2024,PAN + Aadhaar,XEPYB1101K,1.82695E+11
X019892,24-11-2024,PAN + Aadhaar,AKFCX8807O,7.11072E+11
X019893,24-11-2024,Aadhaar only,,1.77295E+11
X019894,24-11-2024,PAN + Aadhaar,CHSFK9657K,5.63867E+11
X019895,24-11-2024,PAN + Aadhaar,WLCKA0001D,5.38422E+11
X019896,24-11-2024,PAN only,TOOEV6789U,
X019897,24-11-2024,PAN + Aadhaar,MAFTS5301Y,5.97777E+11
X019898,24-11-2024,Aadhaar only,,1.5985E+11
X019899,24-11-2024,Voter ID,,
X019900,24-11-2024,PAN + Aadhaar,WBEFM9956O,1.45411E+11
X019901,24-11-2024,PAN + Aadhaar,VTAOZ6642G,7.69582E+11
X019902,24-11-2024,PAN + Aadhaar,CHLNL5430T,6.28094E+11
X019903,24-11-2024,PAN + Aadhaar,OEYAA1658T,2.75876E+11
X019904,24-11-2024,PAN + Aadhaar,DZRSC9704S,1.74494E+11
X019905,24-11-2024,PAN + Aadhaar,TSSCO1974A,4.79839E+11
X019906,24-11-2024,PAN + Aadhaar,LOPFW8967H,1.60006E+11
X019907,24-11-2024,PAN + Aadhaar,VVBCA9125K,63786337386
X019908,24-11-2024,PAN only,HAZRL9356O,
X019909,24-11-2024,Voter ID,,
X019910,24-11-2024,PAN only,TDBSA0618Z,
X019911,24-11-2024,Aadhaar only,,1.64807E+11
X019912,24-11-2024,PAN + Aadhaar,ZTEGP5386P,28250026674
X019913,24-11-2024,PAN only,EMXZC0730K,
X019914,24-11-2024,PAN + Aadhaar,EYNLE6974H,2.14078E+11
X019915,24-11-2024,PAN + Aadhaar,ZMTEU3941X,3.39979E+11
X019916,24-11-2024,PAN only,DSFTN1243C,
X019917,24-11-2024,PAN + Aadhaar,KARDO9560D,21259474839
X019918,24-11-2024,PAN + Aadhaar,VLGUE6360Z,3.63474E+11
X019919,24-11-2024,Voter ID,,
X019920,24-11-2024,Voter ID,,
X019921,24-11-2024,PAN + Aadhaar,TBGPK3978R,8.56663E+11
X019922,24-11-2024,PAN + Aadhaar,IPKOE9831K,1.68674E+11
X019923,24-11-2024,Aadhaar only,,8.33257E+11
X019924,24-11-2024,PAN only,DLGGL6083X,
X019925,24-11-2024,PAN + Aadhaar,ZGRHZ6423X,7.69593E+11
X019926,24-11-2024,Aadhaar only,,8.37487E+11
X019927,24-11-2024,Passport,XZY43YY,
X019928,24-11-2024,PAN + Aadhaar,PGLVJ8273N,9.46293E+11
X019929,24-11-2024,Voter ID,,
X019930,24-11-2024,Passport,,
X019931,24-11-2024,PAN + Aadhaar,CLTQE1227B,3.97783E+11
X019932,24-11-2024,PAN only,ZCRXC6073F,
X019933,24-11-2024,PAN + Aadhaar,UYSSO8028E,55956171423
X019934,24-11-2024,PAN only,PCOOF3676D,
X019935,24-11-2024,PAN only,XXX15YZ,
X019936,24-11-2024,PAN + Aadhaar,AFMDO9680B,7.17803E+11
X019937,24-11-2024,PAN only,XEWHY6152P,
X019938,24-11-2024,PAN only,EWTVC0197N,
X019939,24-11-2024,PAN + Aadhaar,YCULO3728O,96826436092
X019940,24-11-2024,PAN + Aadhaar,QXYUZ8426Q,2.965E+11
X019941,24-11-2024,PAN + Aadhaar,XZZ62YY,4.05491E+11
X019942,24-11-2024,Aadhaar only,,6.40775E+11
X019943,25-11-2024,Passport,,
X019944,25-11-2024,PAN only,BFLEJ6529J,
X019945,25-11-2024,PAN + Aadhaar,NZTJW2866Z,7.51665E+11
X019946,25-11-2024,Aadhaar only,,7.74777E+11
X019947,25-11-2024,PAN + Aadhaar,QMSLK1848D,48182598238
X019948,25-11-2024,PAN + Aadhaar,JGQKT0093U,7.79896E+11
X019949,25-11-2024,PAN + Aadhaar,ODTZV6603I,6.40432E+11
X019950,25-11-2024,PAN + Aadhaar,DNJJU0124P,9.81617E+11
X019951,25-11-2024,Aadhaar only,,6.8872E+11
X019952,25-11-2024,Passport,,
X019953,25-11-2024,Aadhaar only,,1.2907E+11
X019954,25-11-2024,Aadhaar only,,6.43491E+11
X019955,25-11-2024,PAN + Aadhaar,SDQAS6409O,7.22039E+11
X019956,25-11-2024,Passport,,
X019957,25-11-2024,PAN only,OINBX0327R,
X019958,25-11-2024,Voter ID,,
X019959,25-11-2024,PAN + Aadhaar,PSNSY7562N,8.01814E+11
X019960,25-11-2024,Aadhaar only,,7.65097E+11
X019961,25-11-2024,Aadhaar only,,4.61246E+11
X019962,25-11-2024,PAN + Aadhaar,LASPG6755F,4.86712E+11
X019963,25-11-2024,Aadhaar only,,7.45925E+11
X019964,25-11-2024,Voter ID,,
X019965,25-11-2024,PAN + Aadhaar,JPLQF8750I,2.76888E+11
X019966,25-11-2024,PAN + Aadhaar,HIRZC3362B,7.62852E+11
X019967,25-11-2024,PAN only,XLGEB0600P,
X019968,25-11-2024,PAN + Aadhaar,PKYLE7259Z,2.35947E+11
X019969,25-11-2024,Aadhaar only,,2.24415E+11
X019970,25-11-2024,Aadhaar only,,5.81985E+11
X019971,25-11-2024,PAN + Aadhaar,VRMYK6080J,9.47841E+11
X019972,25-11-2024,PAN only,KDLYG2733G,
X019973,25-11-2024,Aadhaar only,,2.80106E+11
X019974,25-11-2024,Voter ID,,190496663
X019975,25-11-2024,PAN only,EXICI4283D,
X019976,25-11-2024,Voter ID,,
X019977,25-11-2024,PAN + Aadhaar,FPCHS3416E,2.89391E+11
X019978,25-11-2024,PAN + Aadhaar,AZAOB9047J,7.22763E+11
X019979,25-11-2024,PAN + Aadhaar,HPLFA8315X,83844985063
X019980,25-11-2024,PAN + Aadhaar,KJERX1197G,2.15097E+11
X019981,25-11-2024,Voter ID,,
X019982,25-11-2024,PAN + Aadhaar,KNJZG1984K,4.24303E+11
X019983,25-11-2024,PAN only,BOSQM4545M,
X019984,25-11-2024,PAN + Aadhaar,YZAFE4246N,9.49764E+11
X019985,25-11-2024,PAN + Aadhaar,EGWFU5887G,4.72142E+11
X019986,25-11-2024,Voter ID,,
X019987,25-11-2024,PAN + Aadhaar,JFHYV8940R,7.26576E+11
X019988,25-11-2024,PAN only,MZGJW7692E,
X019989,25-11-2024,PAN + Aadhaar,ESKCT7925I,1.83999E+11
X019990,25-11-2024,Voter ID,,
X019991,25-11-2024,Aadhaar only,,4.31294E+11
X019992,25-11-2024,PAN only,TYTZS0691O,
X019993,25-11-2024,PAN + Aadhaar,YEVOS2064T,1.33595E+11
X019994,25-11-2024,PAN + Aadhaar,HFICL3837S,5.69531E+11
X019995,25-11-2024,Voter ID,,
X019996,25-11-2024,Voter ID,,
X019997,25-11-2024,PAN + Aadhaar,ZXMDW1029R,2.15764E+11
X019998,25-11-2024,PAN + Aadhaar,JABZA3192Y,1.5066E+11
X019999,25-11-2024,PAN + Aadhaar,URQPW6304N,1.52174E+11
X020000,25-11-2024,PAN + Aadhaar,FKTWQ0970Z,4.89852E+11
X020001,25-11-2024,PAN only,LJDBE7334U,
X020002,25-11-2024,PAN + Aadhaar,TAECL1431G,3.30441E+11
X020003,25-11-2024,PAN + Aadhaar,YXY08YZ,3.19845E+11
X020004,25-11-2024,Aadhaar only,,3.55679E+11
X020005,25-11-2024,PAN + Aadhaar,WBXLJ7950U,98737696104
X020006,25-11-2024,PAN only,QCQNL4456F,
X020007,25-11-2024,Passport,,
X020008,25-11-2024,PAN + Aadhaar,SSZXK1301L,3.98242E+11
X020009,25-11-2024,PAN only,EIYEB9831P,
X020010,25-11-2024,PAN + Aadhaar,JBRHX1620C,5.81596E+11
X020011,25-11-2024,PAN + Aadhaar,UNBMQ1418Y,6.06735E+11
X020012,25-11-2024,PAN + Aadhaar,ZZX53XZ,7.36371E+11
X020013,25-11-2024,PAN + Aadhaar,HZHCD3485R,8.87989E+11
X020014,25-11-2024,PAN + Aadhaar,ZVIVS9446Z,7.40259E+11
X020015,25-11-2024,PAN + Aadhaar,SNFRC3541C,4.5821E+11
X020016,25-11-2024,Voter ID,,
X020017,25-11-2024,PAN only,DFJXC9915V,
X020018,25-11-2024,Passport,,
X020019,25-11-2024,Aadhaar only,,4.88321E+11
X020020,25-11-2024,PAN + Aadhaar,BZLQY4868P,6.38849E+11
X020021,25-11-2024,PAN + Aadhaar,YOYNR9569M,1.29906E+11
X020022,25-11-2024,PAN + Aadhaar,GQEHR9658F,5.16264E+11
X020023,25-11-2024,PAN + Aadhaar,SLORM4523X,9.50495E+11
X020024,25-11-2024,Aadhaar only,,8.66674E+11
X020025,25-11-2024,Aadhaar only,,3.30841E+11
X020026,25-11-2024,PAN + Aadhaar,URTJA5203U,6.61592E+11
X020027,26-11-2024,PAN + Aadhaar,XKLSV6073D,7.96908E+11
X020028,26-11-2024,PAN + Aadhaar,YMELL1560V,9.61696E+11
X020029,26-11-2024,PAN + Aadhaar,MWIBH5423I,38014768824
X020030,26-11-2024,PAN + Aadhaar,TSOMT0139R,2.85651E+11
X020031,26-11-2024,PAN only,YDJJY2805J,
X020032,26-11-2024,PAN + Aadhaar,TJORR5170Z,8.87691E+11
X020033,26-11-2024,PAN only,TTYFZ8580U,
X020034,26-11-2024,PAN + Aadhaar,EVNLL2109S,4.76231E+11
X020035,26-11-2024,PAN + Aadhaar,IIPRL4223F,93768504908
X020036,26-11-2024,PAN only,ZSZTQ1670L,
X020037,26-11-2024,Aadhaar only,,8.39024E+11
X020038,26-11-2024,PAN + Aadhaar,CFIMH9601I,1.83717E+11
X020039,26-11-2024,Voter ID,,
X020040,26-11-2024,PAN + Aadhaar,LCLAQ3987J,9.73574E+11
X020041,26-11-2024,PAN + Aadhaar,FHWYQ7737E,4.7611E+11
X020042,26-11-2024,PAN only,MQFCS2637M,
X020043,26-11-2024,PAN only,DHVCV6833G,
